unique_student_id,schlyear,exgrade,exam_name
719,2014,61,English exam
719,2014,59,English exam
719,2014,57,English exam
719,2015,76,English exam
719,2015,70,English exam
719,2015,81,Math exam
719,2016,77,Math exam
386,2016,57,English exam
386,2016,76,English exam
386,2016,58,English exam
1006,2014,73,English exam
1006,2015,93,English exam
3046,2015,74,English exam
937,2015,76,English exam
937,2015,34,Math exam
937,2016,51,Math exam
1301,2014,81,English exam
3902,2016,76,English exam
3568,2014,85,English exam
3568,2014,87,English exam
3568,2015,57,Math exam
813,2015,78,English exam
813,2015,3,English exam
78,2014,89,English exam
78,2015,81,English exam
78,2015,25,Math exam
1595,2015,78,English exam
1220,2014,73,English exam
1220,2015,86,English exam
3545,2014,76,English exam
3545,2014,82,English exam
3028,2015,83,English exam
3028,2015,62,Math exam
3028,2016,60,Math exam
1193,2014,99,English exam
1193,2015,59,Math exam
1193,2016,81,Math exam
2638,2013,65,English exam
2638,2014,76,English exam
920,2015,90,English exam
3715,2015,67,English exam
2978,2014,58,English exam
2978,2014,63,English exam
2978,2015,70,English exam
2978,2016,76,English exam
820,2015,79,English exam
2482,2015,89,English exam
2482,2015,79,Math exam
2187,2014,66,Math exam
2187,2015,93,English exam
84,2015,94,English exam
84,2015,62,Math exam
84,2015,68,Math exam
1103,2015,66,English exam
939,2014,91,English exam
939,2014,62,Math exam
939,2015,70,Math exam
1950,2014,75,Math exam
1950,2015,96,English exam
3486,2014,44,Math exam
3486,2014,52,Math exam
3486,2015,85,English exam
3486,2015,65,Math exam
750,2014,49,Math exam
750,2015,86,English exam
750,2015,71,Math exam
1469,2015,80,English exam
1469,2015,48,Math exam
1469,2015,51,Math exam
1469,2016,42,Math exam
3895,2014,85,English exam
3895,2015,90,English exam
2210,2015,92,English exam
2210,2015,68,Math exam
1221,2015,87,English exam
521,2015,90,English exam
521,2015,50,Math exam
521,2015,63,Math exam
2527,2015,79,English exam
1061,2015,85,English exam
3976,2015,94,English exam
3976,2015,44,Math exam
2230,2015,81,Math exam
2230,2016,90,English exam
102,2015,85,English exam
343,2014,91,English exam
343,2015,89,English exam
1679,2013,79,English exam
1679,2014,32,Math exam
1679,2015,83,English exam
1679,2015,52,Math exam
3171,2015,96,English exam
3171,2015,60,Math exam
752,2014,81,Math exam
752,2015,95,English exam
3880,2014,76,English exam
2407,2014,67,English exam
2407,2014,91,English exam
2407,2015,69,Math exam
2613,2015,79,English exam
3813,2015,90,English exam
3813,2015,55,Math exam
453,2014,76,English exam
453,2014,80,English exam
453,2015,42,Math exam
2192,2016,85,English exam
4,2015,92,English exam
4,2015,54,Math exam
1392,2014,66,Math exam
1392,2015,88,English exam
688,2015,93,English exam
2092,2015,79,English exam
2092,2015,68,English exam
2092,2015,10,Math exam
3866,2016,85,English exam
3040,2014,72,English exam
3040,2014,77,English exam
3040,2014,37,Math exam
3040,2014,34,Math exam
3040,2015,37,Math exam
3040,2015,52,Math exam
3040,2016,59,Math exam
3969,2016,85,English exam
1112,2015,87,English exam
1451,2014,83,English exam
1451,2015,58,Math exam
2988,2015,87,English exam
2988,2016,46,Math exam
3544,2015,76,English exam
3544,2015,34,Math exam
2155,2014,76,Math exam
2155,2015,88,English exam
527,2015,82,English exam
1218,2014,50,Math exam
1218,2015,89,English exam
1218,2015,60,Math exam
1218,2015,69,Math exam
674,2016,80,English exam
126,2014,94,English exam
126,2014,50,Math exam
2536,2014,98,English exam
2536,2015,44,Math exam
2536,2015,48,Math exam
675,2015,90,English exam
1580,2014,64,Math exam
1580,2014,69,Math exam
1580,2015,92,English exam
646,2015,87,English exam
646,2015,41,Math exam
2743,2014,87,English exam
2743,2015,52,Math exam
2630,2015,57,Math exam
2630,2016,91,English exam
1166,2014,91,English exam
1166,2014,64,Math exam
1166,2014,49,Math exam
1166,2015,66,Math exam
1166,2015,59,Math exam
1503,2013,79,English exam
1410,2014,88,English exam
3809,2014,55,Math exam
3809,2015,94,English exam
3852,2014,87,English exam
3852,2014,89,English exam
3852,2015,50,Math exam
2803,2014,75,Math exam
2803,2015,98,English exam
592,2014,65,English exam
592,2015,57,English exam
592,2016,80,English exam
1739,2016,88,English exam
1739,2016,76,English exam
2232,2014,82,Math exam
2232,2015,96,English exam
2574,2014,74,English exam
2574,2015,79,English exam
2574,2015,68,English exam
2301,2015,92,English exam
2301,2015,48,Math exam
3650,2015,80,English exam
833,2014,56,Math exam
833,2015,80,English exam
2171,2015,88,English exam
2171,2015,81,Math exam
76,2016,69,English exam
76,2016,31,English exam
1425,2014,95,English exam
1425,2015,81,Math exam
3216,2014,74,English exam
2121,2015,87,English exam
2121,2015,71,Math exam
3024,2016,88,English exam
902,2015,74,Math exam
902,2016,90,English exam
3354,2015,78,English exam
1187,2014,93,English exam
1187,2015,88,English exam
3476,2014,87,English exam
3476,2014,85,English exam
992,2015,85,English exam
734,2014,78,English exam
734,2015,88,English exam
2430,2014,99,English exam
2430,2014,89,English exam
2430,2014,61,Math exam
2430,2015,44,Math exam
2430,2016,52,Math exam
1178,2014,83,English exam
1178,2015,97,Math exam
2119,2014,92,English exam
2119,2014,89,English exam
2119,2014,26,Math exam
2119,2015,31,Math exam
2119,2015,49,Math exam
2119,2016,60,Math exam
3449,2015,79,English exam
338,2015,86,English exam
338,2015,77,Math exam
2608,2015,79,English exam
2608,2015,34,Math exam
2608,2016,48,Math exam
3830,2015,85,English exam
3830,2015,45,Math exam
2446,2014,86,English exam
2446,2014,69,English exam
3157,2014,91,English exam
2712,2014,69,English exam
2712,2015,81,English exam
2421,2014,99,English exam
2421,2014,41,Math exam
2421,2015,71,Math exam
332,2015,81,English exam
332,2015,66,English exam
1838,2014,86,English exam
3166,2014,86,English exam
3166,2015,91,English exam
3166,2015,63,Math exam
1191,2015,87,English exam
3921,2014,37,Math exam
3921,2015,80,English exam
694,2015,62,English exam
694,2016,71,English exam
761,2014,50,English exam
761,2014,66,English exam
761,2014,32,Math exam
761,2016,87,English exam
1638,2014,76,English exam
1638,2014,85,English exam
284,2014,80,Math exam
284,2015,95,English exam
1620,2014,39,English exam
1620,2014,70,English exam
1620,2014,60,English exam
1620,2014,52,English exam
1620,2015,70,English exam
1620,2015,65,English exam
1620,2016,69,English exam
1274,2015,82,English exam
3147,2015,72,English exam
3359,2015,88,English exam
3359,2015,82,English exam
3944,2015,90,English exam
1815,2014,76,English exam
3433,2014,72,Math exam
3433,2015,70,English exam
1333,2016,86,English exam
1333,2016,61,English exam
2479,2014,62,English exam
2479,2015,80,English exam
3864,2015,78,English exam
3864,2016,92,English exam
2255,2014,68,Math exam
2255,2015,90,English exam
1541,2014,85,English exam
1541,2014,63,Math exam
1541,2015,74,Math exam
2122,2015,81,Math exam
2122,2016,90,English exam
1225,2014,23,Math exam
1225,2015,90,English exam
3728,2015,80,English exam
2543,2014,72,English exam
2543,2015,68,English exam
740,2014,81,English exam
740,2014,24,Math exam
2598,2014,93,English exam
2598,2015,98,English exam
1438,2015,97,English exam
2725,2014,89,English exam
2725,2014,62,Math exam
2725,2014,55,Math exam
2725,2015,71,Math exam
2025,2016,86,English exam
2186,2014,92,English exam
2186,2014,61,Math exam
2186,2014,69,Math exam
2186,2015,72,Math exam
3683,2015,74,English exam
3208,2015,95,English exam
3208,2015,88,English exam
3208,2015,54,Math exam
3208,2015,59,Math exam
1151,2015,85,English exam
816,2015,87,English exam
816,2015,66,English exam
779,2014,87,Math exam
779,2015,87,English exam
2000,2015,82,English exam
2000,2015,65,English exam
2000,2015,33,Math exam
2509,2015,89,English exam
175,2015,92,English exam
175,2015,66,Math exam
985,2015,86,English exam
3249,2015,87,English exam
3249,2016,35,Math exam
656,2014,88,English exam
656,2014,75,English exam
656,2015,45,Math exam
1270,2016,85,English exam
1131,2015,99,English exam
1252,2014,81,English exam
1252,2014,73,English exam
2442,2014,77,English exam
2442,2015,62,English exam
2442,2015,70,English exam
1066,2015,65,Math exam
1066,2016,96,English exam
2876,2015,58,Math exam
2876,2015,36,Math exam
2876,2016,97,English exam
2144,2016,85,English exam
374,2014,82,Math exam
374,2015,94,English exam
1263,2016,89,English exam
2606,2015,79,English exam
3865,2015,88,English exam
3865,2015,57,Math exam
735,2016,91,English exam
735,2016,97,Math exam
1441,2013,81,English exam
1441,2013,81,English exam
1441,2015,94,Math exam
1441,2016,96,English exam
3322,2015,86,English exam
27,2016,80,English exam
200,2016,90,English exam
877,2014,79,English exam
3994,2014,88,English exam
3994,2015,66,Math exam
1763,2015,85,English exam
1763,2015,90,Math exam
2766,2016,76,English exam
2766,2017,44,English exam
649,2013,91,English exam
649,2014,97,English exam
649,2015,22,Math exam
3438,2015,88,English exam
3438,2015,66,English exam
444,2015,85,English exam
3278,2016,88,English exam
667,2016,79,English exam
667,2016,82,English exam
667,2016,76,English exam
1237,2015,95,Math exam
1237,2016,95,English exam
3238,2015,82,English exam
3238,2015,72,English exam
2293,2015,83,English exam
2390,2015,92,English exam
2390,2015,67,Math exam
2390,2016,80,Math exam
1581,2016,88,English exam
3906,2015,85,English exam
2595,2014,85,English exam
2595,2015,86,English exam
2595,2015,27,Math exam
2595,2016,66,Math exam
3916,2015,76,English exam
3916,2016,22,Math exam
3042,2014,91,English exam
3042,2015,83,English exam
3042,2015,44,Math exam
3042,2016,34,Math exam
2127,2016,91,English exam
1403,2014,88,English exam
1403,2014,73,English exam
1403,2016,60,Math exam
3119,2015,72,English exam
803,2016,76,English exam
393,2015,74,English exam
393,2015,62,English exam
636,2016,99,English exam
2552,2016,85,English exam
2552,2016,79,English exam
2021,2015,90,English exam
85,2015,91,English exam
1703,2015,89,English exam
1703,2015,62,Math exam
1382,2015,85,English exam
1382,2015,78,Math exam
21,2015,95,English exam
21,2015,90,Math exam
1413,2015,65,English exam
1413,2015,66,English exam
1413,2015,40,Math exam
1074,2014,68,Math exam
1074,2015,95,English exam
1683,2015,92,English exam
1683,2015,66,Math exam
3721,2015,83,English exam
2082,2015,89,English exam
2082,2015,67,Math exam
1161,2015,84,Math exam
1161,2016,86,English exam
34,2014,85,English exam
34,2014,57,English exam
3301,2016,80,English exam
1008,2016,86,English exam
88,2014,94,English exam
88,2014,82,English exam
88,2014,45,Math exam
88,2015,59,Math exam
379,2016,91,English exam
3233,2016,89,English exam
2449,2016,80,English exam
3941,2015,89,English exam
3941,2015,80,English exam
1211,2016,87,English exam
1528,2016,81,English exam
955,2015,85,English exam
2507,2015,79,English exam
2507,2015,62,Math exam
1909,2014,84,Math exam
1909,2015,89,English exam
1811,2014,75,Math exam
1811,2015,86,English exam
2378,2015,72,English exam
2594,2015,96,English exam
2594,2015,80,Math exam
222,2014,96,English exam
222,2014,36,Math exam
359,2015,90,English exam
359,2015,31,Math exam
2477,2015,86,English exam
2040,2016,74,English exam
3796,2015,89,English exam
2771,2013,73,English exam
2771,2013,85,English exam
2771,2013,70,Math exam
1000,2015,79,English exam
1000,2015,83,English exam
943,2016,72,English exam
943,2017,85,English exam
2322,2014,67,English exam
2322,2014,71,English exam
2322,2015,79,English exam
2384,2015,82,English exam
2384,2015,66,English exam
3888,2014,39,English exam
3888,2014,78,English exam
3888,2015,54,Math exam
1073,2014,72,English exam
1073,2015,81,English exam
1073,2015,42,Math exam
3875,2015,82,English exam
3875,2016,18,Math exam
313,2015,89,English exam
173,2014,79,English exam
173,2015,80,English exam
173,2015,33,Math exam
3384,2015,90,English exam
2561,2016,90,English exam
599,2016,80,English exam
3431,2016,90,English exam
2299,2016,88,English exam
880,2016,91,English exam
1430,2016,66,English exam
1563,2015,76,English exam
3447,2015,81,Math exam
3447,2016,88,English exam
2046,2015,85,English exam
2312,2015,70,English exam
2312,2016,79,English exam
1236,2014,39,English exam
1236,2015,85,English exam
3783,2013,82,English exam
3783,2013,81,English exam
3783,2015,98,Math exam
2903,2014,97,English exam
2903,2014,98,English exam
2903,2015,83,Math exam
2183,2015,84,Math exam
2183,2016,97,English exam
1308,2015,74,English exam
2364,2013,82,English exam
2364,2013,93,English exam
2364,2014,63,Math exam
2364,2014,60,Math exam
2364,2015,72,Math exam
983,2014,72,English exam
983,2015,82,English exam
983,2015,46,Math exam
696,2015,90,English exam
2337,2014,92,Math exam
2337,2015,95,English exam
3603,2015,92,English exam
662,2015,79,English exam
662,2016,88,English exam
2379,2014,65,English exam
2379,2014,68,English exam
2379,2015,74,English exam
2379,2015,55,English exam
2379,2015,34,Math exam
2379,2016,66,English exam
2379,2016,66,English exam
2379,2016,53,Math exam
2814,2016,82,English exam
607,2016,80,English exam
3153,2015,65,English exam
3153,2016,74,English exam
2920,2014,85,English exam
2920,2015,69,Math exam
1845,2013,49,English exam
1845,2014,74,English exam
1845,2016,52,English exam
1391,2016,99,English exam
949,2014,77,Math exam
949,2015,91,English exam
2314,2014,26,English exam
2314,2014,69,English exam
2314,2014,41,English exam
2314,2015,74,English exam
2314,2015,70,English exam
2314,2015,46,Math exam
2314,2016,48,Math exam
3144,2014,79,English exam
3144,2014,75,English exam
807,2014,69,Math exam
807,2015,88,English exam
579,2016,97,English exam
99,2015,93,English exam
3554,2016,76,English exam
3919,2015,90,English exam
3919,2015,52,Math exam
2211,2016,94,English exam
3341,2014,92,English exam
3341,2014,49,Math exam
1420,2014,87,English exam
1420,2014,71,Math exam
1205,2015,80,English exam
2716,2015,92,English exam
2877,2015,82,English exam
44,2015,89,English exam
308,2016,91,English exam
308,2016,80,English exam
3631,2014,91,Math exam
3631,2015,94,English exam
3542,2015,93,English exam
806,2014,72,English exam
806,2015,76,English exam
806,2015,41,Math exam
806,2015,36,Math exam
806,2016,87,English exam
806,2016,47,Math exam
3499,2015,54,Math exam
3499,2016,85,English exam
652,2015,88,English exam
2315,2015,88,English exam
2315,2015,16,Math exam
621,2015,86,English exam
586,2016,83,English exam
2782,2014,59,Math exam
2782,2015,97,English exam
2782,2015,64,Math exam
3252,2015,67,English exam
3252,2015,72,English exam
3252,2015,52,Math exam
2733,2015,93,English exam
2733,2015,80,Math exam
402,2015,87,English exam
402,2015,42,Math exam
1184,2015,80,English exam
50,2014,56,Math exam
50,2014,64,Math exam
50,2015,93,English exam
50,2015,48,Math exam
50,2015,64,Math exam
2153,2016,81,English exam
3209,2015,90,English exam
3150,2015,58,Math exam
3150,2016,96,English exam
2668,2015,83,English exam
3114,2014,83,English exam
1031,2016,83,English exam
3162,2014,70,Math exam
3162,2015,89,English exam
3197,2016,89,English exam
582,2014,88,English exam
582,2014,68,English exam
894,2014,59,Math exam
894,2014,80,Math exam
894,2015,92,English exam
894,2015,79,English exam
3146,2014,89,English exam
2931,2013,63,English exam
2931,2014,81,English exam
564,2015,79,English exam
564,2015,70,English exam
2418,2014,97,English exam
2418,2014,87,Math exam
3668,2015,93,English exam
3668,2015,89,Math exam
3575,2015,87,English exam
3575,2015,73,Math exam
2443,2015,86,English exam
1478,2016,74,English exam
3124,2016,96,English exam
1704,2014,90,Math exam
1704,2015,97,English exam
2212,2014,72,English exam
2212,2014,49,English exam
2212,2015,70,English exam
2212,2016,76,English exam
547,2014,79,English exam
1833,2014,80,Math exam
1833,2015,83,English exam
3117,2015,86,English exam
3092,2014,55,English exam
3092,2014,59,English exam
3092,2015,68,English exam
3092,2016,76,English exam
2805,2015,86,English exam
2662,2016,74,English exam
3435,2015,86,English exam
3195,2015,28,Math exam
3195,2015,37,Math exam
3195,2016,82,English exam
155,2014,79,English exam
155,2015,77,Math exam
3978,2015,79,English exam
3978,2015,91,Math exam
1002,2014,99,Math exam
1002,2015,94,English exam
3873,2015,88,English exam
3873,2015,96,Math exam
3286,2014,88,English exam
3286,2014,48,Math exam
1954,2015,81,English exam
354,2016,79,English exam
2348,2016,91,English exam
2858,2016,81,English exam
2397,2013,49,English exam
2397,2014,62,English exam
2397,2015,81,English exam
1660,2013,49,English exam
1660,2014,74,English exam
1142,2013,78,English exam
930,2014,86,English exam
930,2015,67,Math exam
3693,2015,88,English exam
367,2015,67,Math exam
367,2016,94,English exam
988,2016,96,English exam
2851,2015,64,Math exam
2851,2016,89,English exam
2035,2015,85,English exam
2035,2015,58,Math exam
3005,2015,79,English exam
1121,2014,83,English exam
1162,2015,87,English exam
1162,2015,37,Math exam
3896,2016,91,English exam
2558,2016,85,English exam
2125,2014,85,English exam
2125,2014,86,English exam
2125,2015,56,Math exam
3599,2014,79,English exam
3653,2015,95,English exam
890,2015,87,English exam
890,2015,91,Math exam
1724,2016,89,English exam
3350,2015,87,English exam
3350,2015,42,Math exam
3350,2016,60,Math exam
2702,2015,97,English exam
2339,2016,88,English exam
3833,2015,81,English exam
3833,2015,46,Math exam
3833,2015,41,Math exam
2669,2015,83,English exam
3660,2015,76,English exam
3660,2015,55,Math exam
3660,2015,44,Math exam
3660,2016,61,Math exam
208,2014,91,English exam
208,2014,76,Math exam
2769,2015,76,Math exam
2769,2016,84,English exam
2769,2016,71,English exam
1941,2014,91,English exam
1941,2015,17,Math exam
6,2016,85,English exam
3915,2015,85,English exam
3915,2015,42,Math exam
2522,2015,79,English exam
1281,2014,81,Math exam
1281,2015,92,English exam
3734,2015,86,English exam
3442,2016,87,English exam
3063,2016,76,English exam
2737,2015,76,English exam
1964,2014,53,Math exam
1964,2015,86,English exam
1964,2015,46,Math exam
1964,2015,42,Math exam
2746,2015,50,Math exam
2746,2016,74,English exam
2746,2016,58,English exam
3211,2016,90,English exam
3990,2016,91,English exam
2500,2016,83,English exam
2500,2016,31,English exam
2791,2015,74,Math exam
2791,2016,76,English exam
3121,2014,32,Math exam
3121,2015,90,English exam
3121,2015,31,Math exam
2859,2016,87,English exam
3939,2015,89,English exam
1568,2014,80,English exam
1568,2015,82,English exam
3551,2016,87,English exam
1866,2015,79,English exam
3520,2015,84,Math exam
3520,2016,89,English exam
413,2016,83,English exam
3993,2014,83,English exam
3993,2014,87,English exam
846,2015,78,English exam
846,2015,27,Math exam
144,2015,97,Math exam
144,2016,95,English exam
392,2014,78,English exam
429,2015,94,English exam
429,2015,89,Math exam
264,2015,89,English exam
264,2015,41,Math exam
2785,2014,48,Math exam
2785,2015,92,English exam
2676,2014,85,English exam
2676,2015,95,English exam
878,2015,94,English exam
1654,2015,99,English exam
1654,2015,71,Math exam
1847,2015,99,English exam
1847,2015,88,Math exam
56,2016,94,English exam
3199,2015,70,Math exam
3199,2016,87,English exam
68,2015,87,English exam
3807,2014,70,English exam
3807,2015,79,English exam
3807,2015,41,Math exam
3954,2016,80,English exam
2756,2015,76,English exam
2756,2016,85,English exam
713,2016,86,English exam
2908,2015,89,English exam
3760,2014,80,English exam
3760,2015,83,English exam
2586,2016,88,English exam
2937,2015,83,English exam
2170,2016,82,English exam
915,2014,91,English exam
915,2014,82,English exam
915,2015,85,Math exam
247,2014,83,English exam
247,2015,56,Math exam
3393,2014,95,English exam
3393,2015,79,Math exam
3128,2016,89,English exam
3872,2015,85,English exam
3872,2015,75,Math exam
2880,2014,71,English exam
2880,2015,79,English exam
2880,2015,54,Math exam
2880,2016,69,Math exam
3370,2015,94,Math exam
3370,2016,95,English exam
3886,2016,86,English exam
3890,2015,79,English exam
3890,2015,58,English exam
2412,2016,79,English exam
1677,2015,93,English exam
449,2015,76,English exam
471,2015,80,English exam
3136,2015,94,English exam
3136,2015,67,Math exam
3698,2015,79,English exam
3698,2015,48,Math exam
1098,2014,73,English exam
1098,2016,89,English exam
1368,2016,90,English exam
1280,2015,67,Math exam
1280,2016,99,English exam
1057,2014,83,English exam
1057,2014,82,English exam
1057,2014,26,Math exam
1057,2015,25,Math exam
2790,2015,83,English exam
2790,2015,42,Math exam
3955,2017,89,English exam
1216,2014,99,English exam
1216,2014,58,Math exam
1216,2015,74,Math exam
8,2014,67,English exam
8,2015,68,English exam
8,2016,74,English exam
884,2015,83,Math exam
884,2016,94,English exam
3878,2015,56,Math exam
3878,2016,86,English exam
3411,2016,88,English exam
2038,2016,86,English exam
244,2015,86,English exam
244,2016,86,English exam
1929,2016,90,English exam
3791,2015,34,Math exam
3791,2016,81,English exam
2900,2015,90,English exam
842,2017,72,English exam
2480,2016,60,English exam
2480,2017,79,English exam
812,2015,55,English exam
812,2015,43,English exam
812,2016,80,English exam
1969,2014,77,English exam
1969,2015,76,English exam
1969,2015,55,Math exam
2815,2014,64,Math exam
2815,2014,73,Math exam
2815,2015,95,English exam
2302,2015,76,Math exam
2302,2016,95,English exam
3562,2016,81,English exam
20,2015,93,English exam
20,2015,65,Math exam
3953,2016,91,English exam
2327,2015,82,English exam
2544,2016,69,English exam
2544,2017,44,English exam
3938,2016,83,English exam
3845,2016,89,English exam
3289,2015,86,Math exam
3289,2016,92,English exam
2341,2015,87,English exam
1807,2014,88,English exam
1807,2014,79,English exam
1807,2014,66,Math exam
633,2014,86,English exam
3196,2014,92,English exam
3196,2015,64,Math exam
3607,2015,72,English exam
3607,2016,80,English exam
3139,2015,61,English exam
3139,2016,76,English exam
2250,2015,92,English exam
2250,2015,66,Math exam
341,2016,81,English exam
3213,2014,88,English exam
3213,2014,37,Math exam
3213,2015,53,Math exam
1784,2016,66,English exam
2512,2015,80,English exam
3051,2015,87,English exam
3940,2015,96,English exam
3940,2015,57,Math exam
3940,2016,94,English exam
3940,2016,90,Math exam
3572,2015,79,English exam
4003,2015,85,English exam
4003,2015,42,Math exam
4003,2016,72,Math exam
556,2015,89,English exam
556,2015,34,Math exam
2124,2015,82,English exam
641,2014,88,English exam
641,2014,43,Math exam
641,2015,52,Math exam
3763,2015,78,Math exam
3763,2016,89,English exam
3344,2016,90,English exam
1682,2013,67,English exam
1682,2014,79,English exam
3299,2016,97,English exam
1239,2014,78,English exam
1239,2015,87,English exam
2576,2015,97,English exam
1780,2016,86,English exam
1489,2014,76,English exam
1489,2014,84,English exam
1489,2015,99,Math exam
2388,2014,73,English exam
2388,2015,88,English exam
2388,2015,49,Math exam
2388,2016,53,Math exam
2526,2014,60,English exam
2526,2015,74,English exam
2526,2015,55,English exam
2526,2016,69,English exam
2526,2016,66,English exam
2924,2016,83,English exam
732,2015,85,English exam
1915,2015,87,English exam
1938,2016,88,English exam
3271,2016,85,English exam
3680,2015,93,English exam
3678,2014,88,English exam
3678,2014,89,English exam
3678,2015,90,Math exam
709,2014,96,English exam
709,2014,96,English exam
709,2015,74,Math exam
3165,2014,89,English exam
3165,2015,86,Math exam
2865,2016,83,English exam
3764,2016,87,English exam
1024,2015,48,Math exam
1024,2015,48,Math exam
1024,2016,95,English exam
1024,2016,62,Math exam
1535,2015,85,English exam
2429,2014,78,Math exam
2429,2015,95,English exam
3349,2015,88,English exam
666,2014,93,Math exam
666,2015,94,English exam
2604,2016,92,English exam
1311,2014,78,Math exam
1311,2015,72,English exam
1948,2015,95,Math exam
1948,2016,90,English exam
170,2016,95,English exam
1642,2014,48,English exam
1642,2015,82,English exam
1642,2015,48,English exam
809,2015,95,English exam
809,2015,45,Math exam
1859,2015,79,English exam
3942,2015,88,English exam
2101,2016,92,English exam
3250,2015,92,English exam
584,2016,83,English exam
555,2015,95,English exam
325,2016,89,English exam
1228,2016,85,English exam
2948,2015,62,Math exam
2948,2016,97,English exam
3220,2015,83,English exam
3826,2015,78,Math exam
3826,2016,85,English exam
1257,2015,86,Math exam
1257,2016,92,English exam
1078,2015,59,Math exam
1078,2015,60,Math exam
1078,2016,88,English exam
1078,2016,72,Math exam
2977,2015,79,English exam
2977,2015,52,Math exam
2977,2015,49,Math exam
2977,2016,52,Math exam
976,2015,65,English exam
143,2015,96,English exam
143,2015,74,Math exam
849,2016,92,English exam
3394,2016,89,English exam
370,2015,93,English exam
2843,2015,94,English exam
2843,2015,83,English exam
3227,2016,87,English exam
954,2015,89,Math exam
954,2016,87,English exam
3458,2015,89,English exam
3458,2015,70,Math exam
3905,2016,97,English exam
1043,2015,74,English exam
1043,2016,74,English exam
3649,2015,86,Math exam
3649,2016,95,English exam
1009,2014,88,English exam
1009,2014,86,English exam
1009,2014,70,Math exam
2215,2015,66,Math exam
2215,2016,86,English exam
2964,2015,79,English exam
3793,2015,94,English exam
2871,2014,89,English exam
2871,2015,44,Math exam
2643,2015,78,English exam
1106,2016,42,English exam
176,2016,79,English exam
176,2017,82,English exam
2546,2014,96,Math exam
2546,2015,92,English exam
2698,2014,86,English exam
2698,2014,81,English exam
2698,2015,93,English exam
2698,2015,44,Math exam
2698,2016,53,Math exam
2968,2016,74,English exam
2968,2016,80,English exam
2963,2014,61,Math exam
2963,2015,90,English exam
2963,2015,69,Math exam
554,2015,51,English exam
554,2015,85,English exam
554,2015,85,Math exam
339,2015,83,English exam
339,2015,71,Math exam
921,2015,92,English exam
921,2015,63,Math exam
921,2016,46,Math exam
3799,2015,86,English exam
407,2016,83,English exam
3600,2016,86,English exam
269,2016,80,English exam
1967,2015,82,English exam
3608,2016,65,English exam
3608,2016,14,English exam
309,2016,92,English exam
3774,2015,93,English exam
3774,2015,96,Math exam
3060,2016,74,English exam
3060,2017,85,English exam
127,2016,88,English exam
1259,2015,83,English exam
2238,2015,62,Math exam
2238,2016,92,English exam
2238,2016,84,Math exam
710,2015,87,English exam
2332,2015,93,English exam
2332,2015,50,Math exam
1502,2016,91,English exam
1306,2015,89,English exam
252,2015,85,Math exam
252,2016,88,English exam
1242,2014,97,English exam
1242,2014,95,English exam
1242,2015,70,Math exam
905,2015,75,Math exam
905,2016,92,English exam
1903,2015,88,Math exam
1903,2016,95,English exam
3187,2015,86,English exam
483,2015,86,English exam
434,2016,74,English exam
1305,2013,65,Math exam
1305,2015,95,English exam
2110,2015,81,English exam
2110,2015,74,English exam
2202,2015,85,English exam
2774,2016,94,English exam
3174,2015,52,Math exam
3174,2016,66,English exam
3174,2016,42,Math exam
95,2015,66,Math exam
95,2016,94,English exam
1923,2015,82,English exam
468,2015,45,Math exam
468,2015,34,Math exam
468,2016,87,English exam
324,2016,90,English exam
70,2015,92,English exam
70,2015,73,Math exam
3192,2015,92,English exam
3192,2015,72,Math exam
2763,2016,86,English exam
2193,2015,88,English exam
2193,2015,65,Math exam
1291,2016,91,English exam
1028,2016,90,English exam
154,2016,92,English exam
870,2016,92,English exam
1350,2015,93,English exam
1350,2015,59,Math exam
1741,2014,89,English exam
1741,2014,89,English exam
1741,2015,46,Math exam
3749,2015,89,English exam
478,2015,97,English exam
478,2015,71,Math exam
3018,2016,80,English exam
536,2015,64,Math exam
536,2015,76,Math exam
536,2016,83,English exam
399,2015,76,English exam
1566,2014,100,English exam
1566,2014,90,Math exam
767,2016,91,English exam
3014,2015,87,English exam
3014,2015,91,Math exam
3337,2016,86,English exam
115,2016,80,English exam
898,2014,67,Math exam
898,2015,92,English exam
3740,2015,82,English exam
3790,2015,88,English exam
2020,2014,45,Math exam
2020,2014,59,Math exam
2020,2015,88,English exam
2020,2015,57,Math exam
2020,2015,64,Math exam
1366,2014,97,Math exam
1366,2015,93,English exam
2907,2014,76,Math exam
2907,2015,96,English exam
180,2015,76,English exam
1723,2014,88,English exam
1723,2014,85,Math exam
1127,2015,34,Math exam
1127,2016,98,English exam
3490,2016,87,English exam
3535,2014,35,Math exam
3535,2015,97,English exam
3535,2015,27,Math exam
117,2015,62,Math exam
117,2016,92,English exam
3861,2016,91,English exam
1453,2015,88,English exam
1453,2015,96,Math exam
3489,2015,90,English exam
3489,2015,78,Math exam
3338,2015,79,English exam
3338,2015,55,Math exam
47,2016,87,English exam
3045,2015,96,Math exam
3045,2016,89,English exam
3847,2015,91,English exam
3847,2015,77,Math exam
2289,2015,94,English exam
2289,2015,66,Math exam
2463,2015,87,English exam
973,2016,87,English exam
319,2014,82,English exam
319,2015,92,English exam
319,2015,52,Math exam
1444,2016,88,English exam
1181,2016,85,English exam
82,2016,83,English exam
3985,2015,82,English exam
3985,2015,46,Math exam
1346,2014,72,English exam
1346,2015,88,English exam
3170,2015,82,English exam
3170,2015,22,Math exam
2957,2016,90,English exam
1860,2015,59,Math exam
1860,2016,89,English exam
