unique_student_id,course_start_date,sem_desc,course_name,course_code,discipline_desc,course_type,grade_final
3400,7/1/2015,Summer 2015,DEP Course - Social Science,CNC_SOCSCI,Social Sciences,Pre-College,CM
3400,7/1/2015,Summer 2015,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,C-
2782,2/1/2016,Spring 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
2429,2/1/2016,Spring 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,C
557,2/1/2016,Spring 2016,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
1387,2/1/2016,Spring 2016,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
2110,2/1/2016,Spring 2016,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
1658,2/1/2016,Spring 2016,Critical Health Iss LEC,HED1911,"Health, Nutrition & Human Services",College-Credit,B
3852,2/1/2016,Spring 2016,MSC In Civilization LEC,MSC1003,Other & Miscellaneous,College-Credit,B-
3257,2/1/2016,Spring 2016,MSC In Civilization LEC,MSC1003,Other & Miscellaneous,College-Credit,A
2379,2/1/2016,Spring 2016,MSC In Civilization LEC,MSC1003,Other & Miscellaneous,College-Credit,B
3415,2/1/2016,Spring 2016,MSC In Civilization LEC,MSC1003,Other & Miscellaneous,College-Credit,B-
3491,2/1/2016,Spring 2016,MSC In Civilization LEC,MSC1003,Other & Miscellaneous,College-Credit,B-
3040,2/1/2016,Spring 2016,MSC In Civilization LEC,MSC1003,Other & Miscellaneous,College-Credit,C-
3194,2/1/2016,Spring 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B+
1995,2/1/2016,Spring 2016,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,A
557,7/1/2016,Summer 2016,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
1387,7/1/2016,Summer 2016,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
800,7/1/2016,Summer 2016,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,A
752,7/1/2016,Summer 2016,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,A
253,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
3057,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B
878,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1927,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3861,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1872,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B
345,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A-
2221,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1370,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
1652,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1323,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1181,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1441,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1995,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
909,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,WU
1507,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1001,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3687,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,WU
226,7/1/2016,Summer 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,C+
1995,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,B+
909,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,F
253,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,B+
1507,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1001,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,A
3687,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,F
3057,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,B
878,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1927,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,A
3861,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1872,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,B
226,7/1/2016,Summer 2016,Business Entreprenurship,CNC_INTDISC,Business Administration & Tech,Pre-College,C+
345,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,A-
2221,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1370,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,B+
1652,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1323,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1181,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,A
1441,7/1/2016,Summer 2016,Business Marketing,CNC_INTDISC,Business Administration & Tech,Pre-College,A
800,7/1/2016,Summer 2016,Changing New York,CNC_SOCSCI,Social Sciences,Pre-College,A
752,7/1/2016,Summer 2016,Changing New York,CNC_SOCSCI,Social Sciences,Pre-College,A
1520,7/1/2016,Summer 2016,Journalistic Writing,CNW_ENG,English,Pre-College,C+
2068,7/1/2016,Summer 2016,Journalistic Writing,CNW_ENG,English,Pre-College,A-
1520,7/1/2016,Summer 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,C+
2068,7/1/2016,Summer 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,A-
307,9/1/2016,Fall 2016,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,A-
2293,9/1/2016,Fall 2016,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,F
2300,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3664,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B-
2630,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
2596,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
2740,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
116,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A-
384,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,WU
2521,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
1226,9/1/2016,Fall 2016,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A-
1256,9/1/2016,Fall 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,B+
3194,9/1/2016,Fall 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,C+
1077,9/1/2016,Fall 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,B
1263,9/1/2016,Fall 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,B-
1164,9/1/2016,Fall 2016,Journalistic Writing LEC,JRN3050,English,College-Credit,W
1658,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B
675,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B-
2429,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B
256,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B
3107,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,W
2221,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A
752,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A
162,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,C
1181,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A-
3093,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A-
2131,9/1/2016,Fall 2016,General Psychology LEC,PSY1001,Social Sciences,College-Credit,D+
3747,9/1/2016,Fall 2016,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,B
1944,9/1/2016,Fall 2016,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,B
807,9/1/2016,Fall 2016,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,A
1872,9/1/2016,Fall 2016,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,W
3024,9/1/2016,Fall 2016,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,B-
1658,2/1/2017,Spring 2017,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,F
2221,2/1/2017,Spring 2017,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,A
2314,2/1/2017,Spring 2017,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,F
445,2/1/2017,Spring 2017,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,A
3747,2/1/2017,Spring 2017,Evol & Express Racsm LEC,BLS1003,Humanities,College-Credit,A-
3194,2/1/2017,Spring 2017,Evol & Express Racsm LEC,BLS1003,Humanities,College-Credit,W
3278,2/1/2017,Spring 2017,Evol & Express Racsm LEC,BLS1003,Humanities,College-Credit,B+
235,2/1/2017,Spring 2017,Evol & Express Racsm LEC,BLS1003,Humanities,College-Credit,A-
1932,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A-
1387,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A-
2433,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3658,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3980,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
1327,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
605,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,WU
627,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B
356,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B
1769,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B+
1887,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
528,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3577,2/1/2017,Spring 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
3970,2/1/2017,Spring 2017,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
2804,2/1/2017,Spring 2017,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,F
1263,2/1/2017,Spring 2017,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,P
3591,2/1/2017,Spring 2017,DEP Course - Science ,CNC_SCI ,Natural Sciences,Pre-College,F
909,2/1/2017,Spring 2017,Speech Communication LEC,COM1010,"Speech, Communication & Media",College-Credit,A-
3664,2/1/2017,Spring 2017,Speech Communication LEC,COM1010,"Speech, Communication & Media",College-Credit,C
2293,2/1/2017,Spring 2017,Speech Communication LEC,COM1010,"Speech, Communication & Media",College-Credit,A-
1872,2/1/2017,Spring 2017,Journalistic Writing LEC,JRN3050,English,College-Credit,INC
2244,2/1/2017,Spring 2017,Journalistic Writing LEC,JRN3050,English,College-Credit,B+
1529,2/1/2017,Spring 2017,Journalistic Writing LEC,JRN3050,English,College-Credit,A
850,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,C
393,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,D+
495,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A
1840,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B+
479,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,W
2465,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A
800,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,W
3916,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,B
1890,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A-
878,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A
2740,2/1/2017,Spring 2017,General Psychology LEC,PSY1001,Social Sciences,College-Credit,A
2596,2/1/2017,Spring 2017,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,C
162,2/1/2017,Spring 2017,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,D
2131,2/1/2017,Spring 2017,Introd To Sociology LEC,SOC1005,Social Sciences,College-Credit,C-
3970,7/1/2017,Summer 2017,DEP Course - Science ,CNC_SCI ,,Pre-College,P
1263,7/1/2017,Summer 2017,DEP Course - Science ,CNC_SCI ,,Pre-College,P
493,7/1/2017,Summer 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,B
2077,7/1/2017,Summer 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A-
2850,7/1/2017,Summer 2017,Intro To Business LEC,BUS1000,Business Administration & Tech,College-Credit,A
2077,7/1/2017,Summer 2017,Business Entreprenurship,CNC_INTDISC,,Pre-College,A-
2850,7/1/2017,Summer 2017,Business Entreprenurship,CNC_INTDISC,,Pre-College,A
493,7/1/2017,Summer 2017,Business Entreprenurship,CNC_INTDISC,,Pre-College,B
1777,7/1/2017,Summer 2017,Adolesent Sexual Health Education,CNC_SCI,,Pre-College,B-
1777,7/1/2017,Summer 2017,Critical Health Iss LEC,HED1911,,College-Credit,B-
1872,9/1/2017,Fall 2017,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,B
1887,9/1/2017,Fall 2017,Intro Cult Anthropol LEC,ANT1001,Social Sciences,College-Credit,B+
3024,9/1/2017,Fall 2017,Business Fundamentals LEC,BUS1011,Business Administration & Tech,College-Credit,A
3542,9/1/2017,Fall 2017,Business Fundamentals LEC,BUS1011,Business Administration & Tech,College-Credit,A
997,9/1/2017,Fall 2017,Business Fundamentals LEC,BUS1011,Business Administration & Tech,College-Credit,A
1327,9/1/2017,Fall 2017,Speech Communication LEC,COM1010,,College-Credit,A
2244,9/1/2017,Fall 2017,Speech Communication LEC,COM1010,,College-Credit,A-
1181,9/1/2017,Fall 2017,Introd To Sociology LEC,SOC1005,,College-Credit,A
493,9/1/2017,Fall 2017,Introd To Sociology LEC,SOC1005,,College-Credit,B
1077,9/1/2017,Fall 2017,Introd To Sociology LEC,SOC1005,,College-Credit,F
1801,2/1/2014,Spring 2014,DEP Course - Arts,CNC_ARTS,Arts & Music,Pre-College,P
1489,2/1/2014,Spring 2014,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
1489,7/1/2014,Summer 2014,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3540,9/1/2014,Fall 2014,DEP Course - Interdisciplinary,CNC_INTDISC,Other & Miscellaneous,Pre-College,P
2003,9/1/2014,Fall 2014,DEP Course - Interdisciplinary,CNC_INTDISC,Other & Miscellaneous,Pre-College,P
1489,9/1/2014,Fall 2014,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
1489,2/1/2015,Spring 2015,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
2342,2/1/2015,Spring 2015,Current Issues,CNFC_CURISS,Social Sciences,Pre-College,P
3540,2/1/2015,Spring 2015,Why Do People Do What They Do,CNFC_WHYDPD,Social Sciences,Pre-College,P
2003,2/1/2015,Spring 2015,Why Do People Do What They Do,CNFC_WHYDPD,Social Sciences,Pre-College,P
1119,7/1/2015,Summer 2015,DEP Course - Science,CNC_SCI,"Comp. Sci., Engineering & Architecture",Pre-College,P
1816,7/1/2015,Summer 2015,DEP Course - Science,CNC_SCI,"Comp. Sci., Engineering & Architecture",Pre-College,P
3515,7/1/2015,Summer 2015,DEP Course - Science,CNC_SCI,"Comp. Sci., Engineering & Architecture",Pre-College,P
3014,7/1/2015,Summer 2015,DEP Course - Science,CNC_SCI,"Comp. Sci., Engineering & Architecture",Pre-College,P
1489,7/1/2015,Summer 2015,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,CM
1492,9/1/2015,Fall 2015,DEP Course - Advisory,CNC_ADV,Advisory & College Prep,Pre-College,P
3576,9/1/2015,Fall 2015,DEP Course - Advisory,CNC_ADV,Advisory & College Prep,Pre-College,P
1119,9/1/2015,Fall 2015,DEP Course - Arts,CNC_ARTS,Arts & Music,Pre-College,P
2217,9/1/2015,Fall 2015,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
1896,9/1/2015,Fall 2015,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
219,9/1/2015,Fall 2015,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3014,9/1/2015,Fall 2015,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
2331,9/1/2015,Fall 2015,Current Issues,CNFC_CURISS,Social Sciences,Pre-College,P
3540,9/1/2015,Fall 2015,Pers & Commun Hlth LEC,HNSC.1100,"Health, Nutrition & Human Services",College-Credit,B
362,9/1/2015,Fall 2015,Pers & Commun Hlth LEC,HNSC.1100,"Health, Nutrition & Human Services",College-Credit,B+
929,9/1/2015,Fall 2015,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,A
2003,9/1/2015,Fall 2015,Intro Theater Arts LEC,THEA.1001,Arts & Music,College-Credit,A
1816,2/1/2016,Spring 2016,Personal Finance LEC,BUSN.2300,Business Administration & Tech,College-Credit,A-
3756,2/1/2016,Spring 2016,DEP Course - Advisory,CNC_ADV,Advisory & College Prep,Pre-College,P
1896,2/1/2016,Spring 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3014,2/1/2016,Spring 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3245,2/1/2016,Spring 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
382,2/1/2016,Spring 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
2817,2/1/2016,Spring 2016,Current Issues,CNFC_CURISS,Other & Miscellaneous,Pre-College,P
644,2/1/2016,Spring 2016,Why People Do What They Do  ,CNFC_WHYDPD,Advisory & College Prep,Pre-College,P
142,2/1/2016,Spring 2016,Why People Do What They Do  ,CNFC_WHYDPD,Advisory & College Prep,Pre-College,P
1042,2/1/2016,Spring 2016,Why People Do What They Do  ,CNFC_WHYDPD,Advisory & College Prep,Pre-College,P
3140,2/1/2016,Spring 2016,Why People Do What They Do  ,CNFC_WHYDPD,Advisory & College Prep,Pre-College,P
3540,2/1/2016,Spring 2016,Fundamen Nutrition LEC,HNSC.1200,"Health, Nutrition & Human Services",College-Credit,A-
2331,2/1/2016,Spring 2016,Fundamen Nutrition LEC,HNSC.1200,"Health, Nutrition & Human Services",College-Credit,C
3526,2/1/2016,Spring 2016,Intro Prob Of Phil LEC,PHIL.2101,Humanities,College-Credit,B-
1072,2/1/2016,Spring 2016,Personal Relatns Eth LEC,PHIL.3305,Humanities,College-Credit,A-
1855,2/1/2016,Spring 2016,Personal Relatns Eth LEC,PHIL.3305,Humanities,College-Credit,A
929,2/1/2016,Spring 2016,Personal Relatns Eth LEC,PHIL.3305,Humanities,College-Credit,B
362,2/1/2016,Spring 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,B+
1489,2/1/2016,Spring 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A
2794,2/1/2016,Spring 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A+
1492,2/1/2016,Spring 2016,Deviant Behavior LEC,SOCY.2501,Social Sciences,College-Credit,B
2572,2/1/2016,Spring 2016,Intro To Acting LEC,THEA.1101,Arts & Music,College-Credit,A+
2003,2/1/2016,Spring 2016,Sight/Sound/Motion LEC,TVRA.2420,"Speech, Communication & Media",College-Credit,B+
2110,7/1/2016,Summer 2016,STEM Academy Lab Internship,CNW_SCI,Natural Sciences,Pre-College,CM
3245,7/1/2016,Summer 2016,STEM Academy Lab Internship,CNW_SCI,Natural Sciences,Pre-College,CM
1489,7/1/2016,Summer 2016,Chem & Biol Of Life LEC,GSCI.2020,Natural Sciences,College-Credit,A
1182,7/1/2016,Summer 2016,Chem & Biol Of Life LEC,GSCI.2020,Natural Sciences,College-Credit,C+
644,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,B+
1440,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,B+
416,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,A
3526,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,A-
1879,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,A
2549,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,A+
2406,7/1/2016,Summer 2016,Envirnmental Studies LEC,GSCI.2050,Natural Sciences,College-Credit,A
1624,9/1/2016,Fall 2016,Intro To Contemp Africa LEC,AFST.1001,Humanities,College-Credit,WU
2794,9/1/2016,Fall 2016,Vocabulary Bldg LEC,CLAS.1011,Foreign Language,College-Credit,A
573,9/1/2016,Fall 2016,Vocabulary Bldg LEC,CLAS.1011,Foreign Language,College-Credit,A
1042,9/1/2016,Fall 2016,Vocabulary Bldg LEC,CLAS.1011,Foreign Language,College-Credit,B
3605,9/1/2016,Fall 2016,Vocabulary Bldg LEC,CLAS.1011,Foreign Language,College-Credit,B
989,9/1/2016,Fall 2016,DEP Course - Advisory,CNC_ADV,Advisory & College Prep,Pre-College,P
3835,9/1/2016,Fall 2016,DEP Course - Advisory,CNC_ADV,Advisory & College Prep,Pre-College,P
2022,9/1/2016,Fall 2016,DEP Course - Arts,CNC_ARTS,Arts & Music,Pre-College,P
484,9/1/2016,Fall 2016,DEP Course - Arts,CNC_ARTS,Arts & Music,Pre-College,P
1114,9/1/2016,Fall 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
2636,9/1/2016,Fall 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3280,9/1/2016,Fall 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3792,9/1/2016,Fall 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
3285,9/1/2016,Fall 2016,DEP Course - Science,CNC_SCI,Natural Sciences,Pre-College,P
2456,9/1/2016,Fall 2016,Current Issues,CNFC_CURISS,Social Sciences,Pre-College,P
2894,9/1/2016,Fall 2016,Current Issues,CNFC_CURISS,Social Sciences,Pre-College,F
3576,9/1/2016,Fall 2016,Current Issues,CNFC_CURISS,Social Sciences,Pre-College,P
2834,9/1/2016,Fall 2016,Current Issues,CNFC_CURISS,Social Sciences,Pre-College,P
2572,9/1/2016,Fall 2016,"People, Pwr, Politic LEC",CORC.1230,Social Sciences,College-Credit,A-
2655,9/1/2016,Fall 2016,Pers & Commun Hlth LEC,HNSC.1100,"Health, Nutrition & Human Services",College-Credit,B+
416,9/1/2016,Fall 2016,Pers & Commun Hlth LEC,HNSC.1100,"Health, Nutrition & Human Services",College-Credit,B
142,9/1/2016,Fall 2016,Pers & Commun Hlth LEC,HNSC.1100,"Health, Nutrition & Human Services",College-Credit,F
1165,9/1/2016,Fall 2016,Pers & Commun Hlth LEC,HNSC.1100,"Health, Nutrition & Human Services",College-Credit,B+
1492,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,FIN
3540,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,A
2919,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,A
2210,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,A
1723,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,A
2003,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,FIN
1816,9/1/2016,Fall 2016,Ethics & Society LEC,PHIL.3306,Humanities,College-Credit,A-
644,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,C+
1582,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A-
2217,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A-
3014,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A-
2817,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,B+
771,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A+
1034,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A+
3164,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A
1896,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,A+
1072,9/1/2016,Fall 2016,Intro Psychology LEC,PSYC.1000,Social Sciences,College-Credit,B
2672,9/1/2016,Fall 2016,Social Problems LEC,SOCY.2500,Social Sciences,College-Credit,B+
929,9/1/2016,Fall 2016,Social Problems LEC,SOCY.2500,Social Sciences,College-Credit,A
84,9/1/2016,Fall 2016,Social Problems LEC,SOCY.2500,Social Sciences,College-Credit,A
1119,9/1/2016,Fall 2016,Intro Theater Arts LEC,THEA.1001,Arts & Music,College-Credit,FIN
492,9/1/2016,Fall 2016,Intro Theater Arts LEC,THEA.1001,Arts & Music,College-Credit,A
470,2/1/2017,Spring 2017,Personal Finance LEC,BUSN.2300,Business Administration & Tech,College-Credit,C
3782,2/1/2017,Spring 2017,Personal Finance LEC,BUSN.2300,Business Administration & Tech,College-Credit,C-
1801,2/1/2017,Spring 2017,Personal Finance LEC,BUSN.2300,Business Administration & Tech,College-Credit,C
173,2/1/2017,Spring 2017,Personal Finance LEC,BUSN.2300,Business Administration & Tech,College-Credit,D
